Transfer CCY,Transfer Date,Order ID,Buy/Sell,Instrument type,Instrument subtype,Instrument,Instrument CCY,Trade Amount,Trade Price,Settled PL
USD,9/3/25 8:50,809826,Buy,CFD,Metals,XAU/USD,USD,100,3540.58,"-4,320.00"
USD,9/3/25 8:50,809834,Buy,CFD,Metals,XAU/USD,USD,100,3540.58,"-4,317.00"
USD,9/3/25 8:50,809842,Buy,CFD,Metals,XAU/USD,USD,100,3540.63,"-4,321.50"
USD,9/3/25 9:12,809868,Sell,CFD,Metals,XAU/USD,USD,100,3540.83,—
USD,9/3/25 9:12,809874,Sell,CFD,Metals,XAU/USD,USD,250,3540.65,—
USD,9/3/25 9:12,809880,Sell,CFD,Metals,XAU/USD,USD,100,3540.87,—
USD,9/3/25 9:12,809886,Sell,CFD,Metals,XAU/USD,USD,250,3540.69,—
USD,9/4/25 5:12,811882,Buy,CFD,Metals,XAU/USD,USD,100,3531.76,"-3,193.75"
USD,9/4/25 5:12,811888,Buy,CFD,Metals,XAU/USD,USD,100,3531.76,"-2,477.50"
USD,9/4/25 5:13,811894,Buy,CFD,Metals,XAU/USD,USD,100,3532,"-2,509.25"
USD,9/4/25 5:13,811900,Buy,CFD,Metals,XAU/USD,USD,100,3532,"-2,520.50"
USD,9/4/25 5:30,811926,Buy,CFD,Metals,XAU/USD,USD,100,3531.08,"-2,431.75"
USD,9/4/25 5:30,811932,Buy,CFD,Metals,XAU/USD,USD,100,3531.08,"-2,427.25"
USD,9/4/25 5:30,811938,Buy,CFD,Metals,XAU/USD,USD,100,3531.17,"-2,434.75"
USD,9/4/25 5:30,811944,Buy,CFD,Metals,XAU/USD,USD,100,3531.16,"-2,432.75"
USD,9/4/25 5:31,811950,Buy,CFD,Metals,XAU/USD,USD,100,3530.89,"-2,393.75"
USD,9/4/25 5:31,811956,Buy,CFD,Metals,XAU/USD,USD,100,3530.89,"-2,382.50"
USD,9/4/25 5:31,811972,Buy,CFD,Metals,XAU/USD,USD,100,3530.73,"-1,512.25"
USD,9/4/25 5:31,811978,Buy,CFD,Metals,XAU/USD,USD,100,3530.73,"1,005.50"
USD,9/4/25 5:32,811989,Buy,CFD,Metals,XAU/USD,USD,100,3531.5,915
USD,9/4/25 5:32,811995,Buy,CFD,Metals,XAU/USD,USD,100,3531.39,926
USD,9/4/25 5:33,812011,Buy,CFD,Metals,XAU/USD,USD,100,3531.36,945.5
USD,9/4/25 5:33,812017,Buy,CFD,Metals,XAU/USD,USD,100,3531.36,937.5
USD,9/4/25 5:34,812038,Buy,CFD,Metals,XAU/USD,USD,100,3531.54,915
USD,9/4/25 5:34,812044,Buy,CFD,Metals,XAU/USD,USD,75,3531.54,686.24
USD,9/4/25 14:40,812073,Sell,CFD,Metals,XAU/USD,USD,100,3545.09,—
USD,9/4/25 14:40,812082,Sell,CFD,Metals,XAU/USD,USD,100,3545.06,—
USD,9/4/25 14:40,812091,Sell,CFD,Metals,XAU/USD,USD,100,3545.03,—
USD,9/4/25 14:40,812100,Sell,CFD,Metals,XAU/USD,USD,100,3544.9,—
USD,9/4/25 14:40,812107,Sell,CFD,Metals,XAU/USD,USD,200,3544.86,—
USD,9/4/25 14:59,812168,Sell,CFD,Metals,XAU/USD,USD,100,3545.02,—
USD,9/4/25 14:59,812172,Sell,CFD,Metals,XAU/USD,USD,100,3545.02,—
USD,9/4/25 14:59,812186,Sell,CFD,Metals,XAU/USD,USD,100,3545.03,—
USD,9/4/25 14:59,812190,Sell,CFD,Metals,XAU/USD,USD,100,3545.03,—
USD,9/4/25 14:59,812204,Sell,CFD,Metals,XAU/USD,USD,100,3545.04,—
USD,9/4/25 14:59,812213,Sell,CFD,Metals,XAU/USD,USD,100,3545.03,—
USD,9/4/25 15:09,812336,Sell,CFD,Metals,XAU/USD,USD,100,3548.4,—
USD,9/4/25 15:09,812345,Sell,CFD,Metals,XAU/USD,USD,100,3548.35,—
USD,9/4/25 15:09,812354,Sell,CFD,Metals,XAU/USD,USD,100,3548.18,—
USD,9/4/25 15:09,812363,Sell,CFD,Metals,XAU/USD,USD,100,3548.15,—
USD,9/4/25 15:09,812372,Sell,CFD,Metals,XAU/USD,USD,100,3548.16,—
USD,9/4/25 15:09,812381,Sell,CFD,Metals,XAU/USD,USD,100,3548.18,—
USD,9/4/25 15:11,812390,Buy,CFD,Metals,XAU/USD,USD,100,3548.3,-321
USD,9/4/25 15:11,812397,Buy,CFD,Metals,XAU/USD,USD,100,3548.3,-324
USD,9/4/25 15:11,812418,Buy,CFD,Metals,XAU/USD,USD,100,3548.37,-334
USD,9/4/25 15:11,812425,Buy,CFD,Metals,XAU/USD,USD,100,3548.37,-347
USD,9/4/25 15:12,812446,Buy,CFD,Metals,XAU/USD,USD,100,3548.63,-377
USD,9/4/25 15:12,812453,Buy,CFD,Metals,XAU/USD,USD,100,3548.63,-377
USD,9/4/25 15:12,812460,Sell,CFD,Metals,XAU/USD,USD,100,3548.6,—
USD,9/4/25 15:12,812469,Sell,CFD,Metals,XAU/USD,USD,100,3548.61,—
USD,9/4/25 15:12,812478,Sell,CFD,Metals,XAU/USD,USD,100,3548.63,—
USD,9/4/25 15:12,812487,Sell,CFD,Metals,XAU/USD,USD,100,3548.63,—
USD,9/4/25 15:12,812496,Sell,CFD,Metals,XAU/USD,USD,100,3548.79,—
USD,9/4/25 15:12,812505,Sell,CFD,Metals,XAU/USD,USD,100,3548.78,—
USD,9/4/25 15:28,812542,Buy,CFD,Metals,XAU/USD,USD,100,3543.16,186
USD,9/4/25 15:28,812546,Buy,CFD,Metals,XAU/USD,USD,100,3543.16,186
USD,9/4/25 15:28,812560,Buy,CFD,Metals,XAU/USD,USD,100,3543.21,182
USD,9/4/25 15:28,812569,Buy,CFD,Metals,XAU/USD,USD,100,3543.03,200
USD,9/4/25 15:28,812578,Buy,CFD,Metals,XAU/USD,USD,100,3543.03,201
USD,9/4/25 15:28,812587,Buy,CFD,Metals,XAU/USD,USD,100,3542.94,209
USD,9/4/25 15:28,812596,Buy,CFD,Metals,XAU/USD,USD,100,3542.65,575
USD,9/4/25 15:28,812605,Buy,CFD,Metals,XAU/USD,USD,100,3542.65,570
USD,9/4/25 15:28,812614,Buy,CFD,Metals,XAU/USD,USD,100,3542.65,553
USD,9/4/25 15:28,812623,Buy,CFD,Metals,XAU/USD,USD,100,3542.68,547
USD,9/4/25 15:28,812632,Buy,CFD,Metals,XAU/USD,USD,100,3542.74,542
USD,9/4/25 15:28,812641,Buy,CFD,Metals,XAU/USD,USD,100,3542.74,544
USD,9/4/25 15:37,812650,Sell,CFD,Metals,XAU/USD,USD,100,3547.53,—
USD,9/4/25 15:37,812659,Sell,CFD,Metals,XAU/USD,USD,100,3547.53,—
USD,9/4/25 15:37,812668,Sell,CFD,Metals,XAU/USD,USD,100,3547.54,—
USD,9/4/25 15:37,812677,Sell,CFD,Metals,XAU/USD,USD,100,3547.56,—
USD,9/4/25 15:37,812686,Sell,CFD,Metals,XAU/USD,USD,100,3547.51,—
USD,9/4/25 15:37,812695,Sell,CFD,Metals,XAU/USD,USD,100,3547.52,—
USD,9/4/25 15:53,812704,Buy,CFD,Metals,XAU/USD,USD,100,3551.3,-270
USD,9/4/25 15:53,812713,Buy,CFD,Metals,XAU/USD,USD,100,3551.36,-275
USD,9/4/25 15:53,812722,Buy,CFD,Metals,XAU/USD,USD,100,3551.4,-277
USD,9/4/25 15:53,812731,Buy,CFD,Metals,XAU/USD,USD,100,3551.44,-281
USD,9/4/25 15:53,812740,Buy,CFD,Metals,XAU/USD,USD,100,3551.44,-265
USD,9/4/25 15:53,812749,Buy,CFD,Metals,XAU/USD,USD,100,3551.41,-263
USD,9/4/25 15:53,812758,Sell,CFD,Metals,XAU/USD,USD,100,3551.4,—
USD,9/4/25 15:53,812767,Sell,CFD,Metals,XAU/USD,USD,100,3551.4,—
USD,9/4/25 15:53,812776,Sell,CFD,Metals,XAU/USD,USD,100,3551.35,—
USD,9/4/25 15:53,812785,Sell,CFD,Metals,XAU/USD,USD,100,3551.34,—
USD,9/4/25 15:53,812794,Sell,CFD,Metals,XAU/USD,USD,100,3551.34,—
USD,9/4/25 15:53,812803,Sell,CFD,Metals,XAU/USD,USD,100,3551.39,—
USD,9/4/25 15:53,812812,Sell,CFD,Metals,XAU/USD,USD,100,3551.62,—
USD,9/4/25 15:53,812821,Sell,CFD,Metals,XAU/USD,USD,100,3551.56,—
USD,9/4/25 15:53,812830,Sell,CFD,Metals,XAU/USD,USD,100,3551.59,—
USD,9/4/25 15:53,812839,Sell,CFD,Metals,XAU/USD,USD,100,3551.6,—
USD,9/4/25 15:53,812848,Sell,CFD,Metals,XAU/USD,USD,100,3551.58,—
USD,9/4/25 15:53,812857,Sell,CFD,Metals,XAU/USD,USD,100,3551.54,—
USD,9/4/25 17:35,812866,Buy,CFD,Metals,XAU/USD,USD,100,3545.47,206
USD,9/4/25 17:35,812875,Buy,CFD,Metals,XAU/USD,USD,100,3545.47,206
USD,9/4/25 17:35,812884,Buy,CFD,Metals,XAU/USD,USD,100,3545.48,206
USD,9/4/25 17:35,812893,Buy,CFD,Metals,XAU/USD,USD,100,3545.49,207
USD,9/4/25 17:35,812902,Buy,CFD,Metals,XAU/USD,USD,100,3545.49,202
USD,9/4/25 17:35,812911,Buy,CFD,Metals,XAU/USD,USD,100,3545.48,204
USD,9/4/25 17:47,812920,Buy,CFD,Metals,XAU/USD,USD,100,3543.67,773
USD,9/4/25 17:47,812929,Buy,CFD,Metals,XAU/USD,USD,100,3543.67,773
USD,9/4/25 17:47,812938,Buy,CFD,Metals,XAU/USD,USD,100,3543.69,766
USD,9/4/25 17:47,812942,Buy,CFD,Metals,XAU/USD,USD,100,3543.72,762
USD,9/4/25 17:47,812956,Buy,CFD,Metals,XAU/USD,USD,100,3543.77,757
USD,9/4/25 17:47,812965,Buy,CFD,Metals,XAU/USD,USD,100,3543.76,763
USD,9/4/25 18:28,812974,Sell,CFD,Metals,XAU/USD,USD,100,3546.02,—
USD,9/4/25 18:28,812983,Sell,CFD,Metals,XAU/USD,USD,100,3545.98,—
USD,9/4/25 18:28,812992,Sell,CFD,Metals,XAU/USD,USD,100,3546,—
USD,9/4/25 18:28,813001,Sell,CFD,Metals,XAU/USD,USD,100,3545.98,—
USD,9/4/25 18:28,813010,Sell,CFD,Metals,XAU/USD,USD,100,3545.98,—
USD,9/4/25 18:28,813019,Sell,CFD,Metals,XAU/USD,USD,100,3545.98,—
USD,9/4/25 18:50,813028,Buy,CFD,Metals,XAU/USD,USD,100,3547.78,384
USD,9/4/25 18:50,813037,Buy,CFD,Metals,XAU/USD,USD,100,3547.78,378
USD,9/4/25 18:50,813046,Buy,CFD,Metals,XAU/USD,USD,100,3547.73,386
USD,9/4/25 18:50,813055,Buy,CFD,Metals,XAU/USD,USD,20,3547.73,77.4
USD,9/4/25 18:51,813064,Sell,CFD,Metals,XAU/USD,USD,100,3547.51,—
USD,9/4/25 18:51,813073,Sell,CFD,Metals,XAU/USD,USD,100,3547.48,—
USD,9/4/25 18:51,813082,Sell,CFD,Metals,XAU/USD,USD,100,3547.48,—
USD,9/4/25 18:51,813091,Sell,CFD,Metals,XAU/USD,USD,100,3547.46,—
USD,9/4/25 18:51,813100,Sell,CFD,Metals,XAU/USD,USD,100,3547.46,—
USD,9/4/25 18:51,813109,Sell,CFD,Metals,XAU/USD,USD,100,3547.49,—
USD,9/4/25 18:52,813118,Sell,CFD,Metals,XAU/USD,USD,100,3547.05,—
USD,9/4/25 18:52,813122,Sell,CFD,Metals,XAU/USD,USD,20,3547.02,—
USD,9/4/25 18:52,813136,Sell,CFD,Metals,XAU/USD,USD,100,3546.95,—
USD,9/4/25 18:52,813145,Sell,CFD,Metals,XAU/USD,USD,100,3547,—
USD,9/4/25 22:08,815036,Buy,CFD,Metals,XAU/USD,USD,100,3543.6,799.6
USD,9/4/25 22:08,815045,Buy,CFD,Metals,XAU/USD,USD,100,3543.6,797.2
USD,9/4/25 22:08,815054,Buy,CFD,Metals,XAU/USD,USD,100,3543.59,684.6
USD,9/4/25 22:08,815063,Buy,CFD,Metals,XAU/USD,USD,100,3543.59,242.2
USD,9/4/25 22:08,815072,Buy,CFD,Metals,XAU/USD,USD,100,3543.59,239.4
USD,9/4/25 22:08,815081,Buy,CFD,Metals,XAU/USD,USD,100,3543.4,259.6
USD,9/4/25 22:09,815090,Buy,CFD,Metals,XAU/USD,USD,100,3543.04,294
USD,9/4/25 22:09,815099,Buy,CFD,Metals,XAU/USD,USD,100,3543.04,294
USD,9/4/25 22:09,815108,Buy,CFD,Metals,XAU/USD,USD,100,3543.06,322.6
USD,9/4/25 22:09,815117,Buy,CFD,Metals,XAU/USD,USD,100,3543.06,444.4
USD,9/4/25 22:09,815126,Buy,CFD,Metals,XAU/USD,USD,100,3543.06,442
USD,9/4/25 22:09,815135,Buy,CFD,Metals,XAU/USD,USD,100,3543.06,441.6
USD,9/4/25 22:14,815144,Buy,CFD,Metals,XAU/USD,USD,100,3540.96,650
USD,9/4/25 22:14,815153,Buy,CFD,Metals,XAU/USD,USD,100,3540.93,653.6
USD,9/4/25 22:14,815162,Buy,CFD,Metals,XAU/USD,USD,100,3541.13,627.2
USD,9/4/25 22:14,815171,Buy,CFD,Metals,XAU/USD,USD,100,3541.12,592.4
USD,9/4/25 22:14,815180,Buy,CFD,Metals,XAU/USD,USD,100,3541.12,583
USD,9/4/25 22:14,815189,Buy,CFD,Metals,XAU/USD,USD,100,3541.13,587
USD,9/4/25 23:22,815198,Sell,CFD,Metals,XAU/USD,USD,100,3543.67,—
USD,9/4/25 23:22,815202,Sell,CFD,Metals,XAU/USD,USD,100,3543.67,—
USD,9/4/25 23:22,815216,Sell,CFD,Metals,XAU/USD,USD,100,3543.67,—
USD,9/4/25 23:22,815225,Sell,CFD,Metals,XAU/USD,USD,100,3543.69,—
USD,9/4/25 23:22,815234,Sell,CFD,Metals,XAU/USD,USD,100,3543.69,—
USD,9/4/25 23:22,815243,Sell,CFD,Metals,XAU/USD,USD,100,3543.69,—
USD,9/4/25 23:34,815256,Sell,CFD,Metals,XAU/USD,USD,100,3545.87,—
USD,9/4/25 23:34,815263,Sell,CFD,Metals,XAU/USD,USD,400,3545.66,—
USD,9/4/25 23:34,815252,Sell,CFD,Metals,XAU/USD,USD,100,3546.02,—
USD,9/4/25 23:51,815290,Sell,CFD,Metals,XAU/USD,USD,100,3552.73,—
USD,9/4/25 23:51,815299,Sell,CFD,Metals,XAU/USD,USD,100,3552.81,—
USD,9/5/25 0:51,815323,Buy,CFD,Metals,XAU/USD,USD,40,3550.72,-282
USD,9/5/25 0:55,815332,Buy,CFD,Metals,XAU/USD,USD,100,3550.69,-702
USD,9/5/25 0:55,815336,Buy,CFD,Metals,XAU/USD,USD,60,3550.69,-421.2
USD,9/5/25 0:56,815350,Buy,CFD,Metals,XAU/USD,USD,100,3550.93,-726
USD,9/5/25 0:56,815359,Buy,CFD,Metals,XAU/USD,USD,100,3550.93,-724
USD,9/5/25 4:15,815383,Sell,CFD,Metals,XAU/USD,USD,100,3557.86,—
USD,9/5/25 4:15,815392,Sell,CFD,Metals,XAU/USD,USD,20,3557.86,—
USD,9/5/25 4:15,815401,Sell,CFD,Metals,XAU/USD,USD,100,3557.86,—
USD,9/5/25 4:15,815410,Sell,CFD,Metals,XAU/USD,USD,20,3557.87,—
USD,9/5/25 4:15,815419,Sell,CFD,Metals,XAU/USD,USD,60,3557.67,—
USD,9/5/25 6:07,815433,Buy,CFD,Metals,XAU/USD,USD,60,3553.72,-601.8
USD,9/5/25 6:07,815442,Buy,CFD,Metals,XAU/USD,USD,100,3553.63,-994
USD,9/5/25 6:07,815451,Buy,CFD,Metals,XAU/USD,USD,20,3553.63,-198.8
USD,9/5/25 6:07,815460,Buy,CFD,Metals,XAU/USD,USD,100,3553.49,-805.6
USD,9/5/25 6:07,815464,Buy,CFD,Metals,XAU/USD,USD,20,3553.49,-152.4
USD,9/5/25 6:08,815478,Buy,CFD,Metals,XAU/USD,USD,100,3554.23,-857
USD,9/5/25 6:08,815487,Buy,CFD,Metals,XAU/USD,USD,60,3554.28,-517.2
USD,9/5/25 6:15,815502,Buy,CFD,Metals,XAU/USD,USD,100,3551.21,-555
USD,9/5/25 6:15,815511,Buy,CFD,Metals,XAU/USD,USD,100,3551.21,-555
USD,9/5/25 6:15,815520,Buy,CFD,Metals,XAU/USD,USD,100,3551.41,-553.4
USD,9/5/25 6:15,815529,Buy,CFD,Metals,XAU/USD,USD,100,3551.39,-134.4
USD,9/5/25 6:15,815538,Buy,CFD,Metals,XAU/USD,USD,100,3552.39,38.8
USD,9/5/25 6:15,815547,Buy,CFD,Metals,XAU/USD,USD,100,3552.36,348
USD,9/5/25 6:15,815556,Buy,CFD,Metals,XAU/USD,USD,100,3552.36,550
USD,9/5/25 6:15,815565,Buy,CFD,Metals,XAU/USD,USD,100,3552.32,550.4
USD,9/5/25 6:15,815574,Buy,CFD,Metals,XAU/USD,USD,100,3552.66,200.4
USD,9/5/25 6:15,815583,Buy,CFD,Metals,XAU/USD,USD,100,3552.66,—
USD,9/5/25 6:15,815592,Buy,CFD,Metals,XAU/USD,USD,100,3552.52,—
USD,9/5/25 6:15,815601,Buy,CFD,Metals,XAU/USD,USD,100,3552.33,—
USD,9/5/25 6:21,815658,Buy,CFD,Metals,XAU/USD,USD,100,3550.53,—
USD,9/5/25 6:21,815662,Buy,CFD,Metals,XAU/USD,USD,100,3550.53,—
USD,9/5/25 6:21,815676,Buy,CFD,Metals,XAU/USD,USD,40,3550.37,—
USD,9/5/25 6:34,815709,Sell,CFD,Metals,XAU/USD,USD,100,3553.67,101
USD,9/5/25 6:34,815713,Sell,CFD,Metals,XAU/USD,USD,100,3553.67,106.6
USD,9/5/25 6:34,815727,Sell,CFD,Metals,XAU/USD,USD,100,3553.66,121.6
USD,9/5/25 6:34,815736,Sell,CFD,Metals,XAU/USD,USD,100,3553.64,203
USD,9/5/25 6:34,815745,Sell,CFD,Metals,XAU/USD,USD,100,3553.51,298
USD,9/5/25 6:34,815754,Sell,CFD,Metals,XAU/USD,USD,100,3553.54,307.4
USD,9/5/25 6:34,815763,Sell,CFD,Metals,XAU/USD,USD,100,3553.51,—
USD,9/5/25 6:34,815772,Sell,CFD,Metals,XAU/USD,USD,100,3553.51,—
USD,9/5/25 6:34,815781,Sell,CFD,Metals,XAU/USD,USD,100,3553.35,—
USD,9/5/25 6:34,815790,Sell,CFD,Metals,XAU/USD,USD,100,3553.35,—
USD,9/5/25 6:34,815799,Sell,CFD,Metals,XAU/USD,USD,100,3553.34,—
USD,9/5/25 6:34,815808,Sell,CFD,Metals,XAU/USD,USD,100,3553.36,—
USD,9/5/25 6:47,815817,Sell,CFD,Metals,XAU/USD,USD,100,3553.28,—
USD,9/5/25 6:47,815826,Sell,CFD,Metals,XAU/USD,USD,100,3553.38,—
USD,9/5/25 6:47,815835,Sell,CFD,Metals,XAU/USD,USD,100,3553.45,—
USD,9/5/25 6:47,815844,Sell,CFD,Metals,XAU/USD,USD,100,3553.46,—
USD,9/5/25 6:48,815859,Sell,CFD,Metals,XAU/USD,USD,100,3553.47,—
USD,9/5/25 6:48,815868,Sell,CFD,Metals,XAU/USD,USD,100,3553.47,—
USD,9/5/25 6:48,815877,Sell,CFD,Metals,XAU/USD,USD,100,3553.44,—
USD,9/5/25 6:48,815886,Sell,CFD,Metals,XAU/USD,USD,100,3553.44,—
USD,9/5/25 6:48,815895,Sell,CFD,Metals,XAU/USD,USD,100,3553.22,—
USD,9/5/25 6:57,815910,Sell,CFD,Metals,XAU/USD,USD,100,3553.53,—
USD,9/5/25 6:57,815919,Sell,CFD,Metals,XAU/USD,USD,100,3553.51,—
USD,9/5/25 6:57,815928,Sell,CFD,Metals,XAU/USD,USD,100,3553.5,—
USD,9/5/25 7:09,815937,Sell,CFD,Metals,XAU/USD,USD,100,3553.5,—
USD,9/5/25 7:09,815946,Sell,CFD,Metals,XAU/USD,USD,100,3553.62,—
USD,9/5/25 7:15,815955,Buy,CFD,Metals,XAU/USD,USD,100,3549.35,416
USD,9/5/25 7:16,815964,Buy,CFD,Metals,XAU/USD,USD,100,3548.59,492
USD,9/5/25 7:16,815968,Buy,CFD,Metals,XAU/USD,USD,100,3548.59,476
USD,9/5/25 7:16,815982,Buy,CFD,Metals,XAU/USD,USD,100,3548.72,463
USD,9/5/25 7:16,815991,Buy,CFD,Metals,XAU/USD,USD,100,3548.7,464
USD,9/5/25 7:16,816000,Buy,CFD,Metals,XAU/USD,USD,100,3548.74,462
USD,9/5/25 7:16,816009,Buy,CFD,Metals,XAU/USD,USD,100,3548.73,455
USD,9/5/25 7:16,816018,Buy,CFD,Metals,XAU/USD,USD,100,3548.73,465
USD,9/5/25 7:16,816027,Buy,CFD,Metals,XAU/USD,USD,100,3548.82,463
USD,9/5/25 7:30,816036,Buy,CFD,Metals,XAU/USD,USD,100,3550.07,339
USD,9/5/25 7:30,816045,Buy,CFD,Metals,XAU/USD,USD,100,3550.03,344
USD,9/5/25 7:30,816049,Buy,CFD,Metals,XAU/USD,USD,100,3550.03,344
USD,9/5/25 7:30,816063,Buy,CFD,Metals,XAU/USD,USD,100,3549.98,346
USD,9/5/25 7:30,816072,Buy,CFD,Metals,XAU/USD,USD,100,3549.98,346
USD,9/5/25 7:30,816081,Buy,CFD,Metals,XAU/USD,USD,100,3549.98,324
USD,9/5/25 7:31,816090,Buy,CFD,Metals,XAU/USD,USD,100,3547.97,556
USD,9/5/25 7:31,816099,Buy,CFD,Metals,XAU/USD,USD,100,3547.97,554
USD,9/5/25 7:31,816108,Buy,CFD,Metals,XAU/USD,USD,100,3547.75,575
USD,9/5/25 7:31,816117,Buy,CFD,Metals,XAU/USD,USD,100,3547.86,564
USD,9/5/25 7:31,816126,Buy,CFD,Metals,XAU/USD,USD,100,3547.81,581
USD,9/5/25 7:31,816135,Buy,CFD,Metals,XAU/USD,USD,100,3547.77,—
USD,9/5/25 7:58,816144,Buy,CFD,Metals,XAU/USD,USD,100,3546.87,—
USD,9/5/25 7:58,816148,Buy,CFD,Metals,XAU/USD,USD,100,3546.91,—
USD,9/5/25 7:58,816157,Buy,CFD,Metals,XAU/USD,USD,100,3546.91,—
USD,9/5/25 7:58,816171,Buy,CFD,Metals,XAU/USD,USD,100,3546.94,—
USD,9/5/25 7:58,816180,Buy,CFD,Metals,XAU/USD,USD,50,3546.93,—
USD,9/5/25 7:58,816184,Buy,CFD,Metals,XAU/USD,USD,50,3546.87,—
USD,9/5/25 7:58,816198,Buy,CFD,Metals,XAU/USD,USD,100,3546.87,—
USD,9/5/25 7:58,816207,Buy,CFD,Metals,XAU/USD,USD,100,3546.93,—
USD,9/5/25 7:58,816216,Buy,CFD,Metals,XAU/USD,USD,100,3546.93,—
USD,9/5/25 7:58,816225,Buy,CFD,Metals,XAU/USD,USD,100,3546.95,—
USD,9/5/25 7:58,816234,Buy,CFD,Metals,XAU/USD,USD,100,3546.91,—
USD,9/5/25 7:58,816243,Buy,CFD,Metals,XAU/USD,USD,50,3546.92,—
USD,9/5/25 8:06,816276,Buy,CFD,Metals,XAU/USD,USD,100,3547,—
USD,9/5/25 8:06,816285,Buy,CFD,Metals,XAU/USD,USD,100,3547,—
USD,9/5/25 8:06,816294,Buy,CFD,Metals,XAU/USD,USD,100,3547.07,—
USD,9/5/25 8:06,816303,Buy,CFD,Metals,XAU/USD,USD,100,3546.88,—
USD,9/5/25 8:06,816312,Buy,CFD,Metals,XAU/USD,USD,50,3546.98,—
USD,9/5/25 8:06,816316,Buy,CFD,Metals,XAU/USD,USD,50,3546.98,—
USD,9/5/25 8:06,816330,Buy,CFD,Metals,XAU/USD,USD,100,3546.99,—
USD,9/5/25 8:06,816339,Buy,CFD,Metals,XAU/USD,USD,100,3546.97,—
USD,9/5/25 8:06,816348,Buy,CFD,Metals,XAU/USD,USD,100,3546.97,—
USD,9/5/25 8:06,816357,Buy,CFD,Metals,XAU/USD,USD,100,3546.98,—
USD,9/5/25 8:06,816366,Buy,CFD,Metals,XAU/USD,USD,100,3546.98,—
USD,9/5/25 8:06,816375,Buy,CFD,Metals,XAU/USD,USD,50,3546.93,—
USD,9/5/25 8:46,816444,Sell,CFD,Metals,XAU/USD,USD,100,3549.69,192
USD,9/5/25 8:46,816453,Sell,CFD,Metals,XAU/USD,USD,100,3549.69,282
USD,9/5/25 8:46,816462,Sell,CFD,Metals,XAU/USD,USD,100,3549.71,280
USD,9/5/25 8:46,816471,Sell,CFD,Metals,XAU/USD,USD,100,3549.71,280
USD,9/5/25 8:46,816480,Sell,CFD,Metals,XAU/USD,USD,50,3549.71,138.5
USD,9/5/25 8:46,816484,Sell,CFD,Metals,XAU/USD,USD,50,3549.71,138.5
USD,9/5/25 8:46,816498,Sell,CFD,Metals,XAU/USD,USD,100,3549.71,281
USD,9/5/25 8:46,816507,Sell,CFD,Metals,XAU/USD,USD,100,3549.85,298
USD,9/5/25 8:46,816516,Sell,CFD,Metals,XAU/USD,USD,100,3549.87,294
USD,9/5/25 8:46,816525,Sell,CFD,Metals,XAU/USD,USD,100,3549.8,287
USD,9/5/25 8:46,816534,Sell,CFD,Metals,XAU/USD,USD,100,3549.84,289
USD,9/5/25 8:46,816543,Sell,CFD,Metals,XAU/USD,USD,50,3549.81,145
USD,9/5/25 8:46,816552,Sell,CFD,Metals,XAU/USD,USD,100,3549.74,282.5
USD,9/5/25 8:46,816556,Sell,CFD,Metals,XAU/USD,USD,100,3549.74,274
USD,9/5/25 8:46,816570,Sell,CFD,Metals,XAU/USD,USD,100,3549.74,274
USD,9/5/25 8:46,816579,Sell,CFD,Metals,XAU/USD,USD,100,3549.73,266
USD,9/5/25 8:46,816588,Sell,CFD,Metals,XAU/USD,USD,50,3549.53,132.5
USD,9/5/25 8:46,816592,Sell,CFD,Metals,XAU/USD,USD,50,3549.57,134.5
USD,9/5/25 8:46,816601,Sell,CFD,Metals,XAU/USD,USD,100,3549.57,259
USD,9/5/25 8:46,816615,Sell,CFD,Metals,XAU/USD,USD,100,3549.78,279
USD,9/5/25 8:46,816624,Sell,CFD,Metals,XAU/USD,USD,100,3549.71,274
USD,9/5/25 8:46,816633,Sell,CFD,Metals,XAU/USD,USD,100,3549.73,276
USD,9/5/25 8:46,816642,Sell,CFD,Metals,XAU/USD,USD,100,3549.79,281
USD,9/5/25 8:46,816651,Sell,CFD,Metals,XAU/USD,USD,50,3549.79,140.5
USD,9/5/25 9:10,816684,Sell,CFD,Metals,XAU/USD,USD,100,3549.97,301.5
USD,9/5/25 12:33,818000,Buy,CFD,Metals,XAU/USD,USD,100,3578.85,—
USD,9/5/25 12:33,818009,Buy,CFD,Metals,XAU/USD,USD,100,3578.89,—
USD,9/5/25 12:33,818018,Buy,CFD,Metals,XAU/USD,USD,40,3578.9,—
USD,9/5/25 12:33,818022,Buy,CFD,Metals,XAU/USD,USD,60,3578.9,—
USD,9/5/25 12:33,818036,Buy,CFD,Metals,XAU/USD,USD,84,3579.49,—
USD,9/5/25 12:33,818043,Buy,CFD,Metals,XAU/USD,USD,100,3578.02,—
USD,9/5/25 12:33,818052,Buy,CFD,Metals,XAU/USD,USD,100,3578.33,—
USD,9/5/25 12:33,818059,Buy,CFD,Metals,XAU/USD,USD,40,3578.39,—
USD,9/5/25 12:33,818066,Buy,CFD,Metals,XAU/USD,USD,100,3578.39,—
USD,9/5/25 12:33,818073,Buy,CFD,Metals,XAU/USD,USD,44,3578.39,—
USD,9/5/25 13:14,818080,Sell,CFD,Metals,XAU/USD,USD,100,3580.61,176
USD,9/5/25 13:14,818087,Sell,CFD,Metals,XAU/USD,USD,150,3580.61,257.5
USD,9/5/25 13:16,818094,Sell,CFD,Metals,XAU/USD,USD,100,3581.23,203.5
